ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,distance_meters,order_Drinks,order_Meal,order_Snack,vehicle_electric_scooter,vehicle_motorcycle,vehicle_scooter,Time_taken_min
4357,INDORES06DEL02,21,5.0,19660.943947619387,1,0,0,0,1,0,25
1486,VADRES06DEL01,33,4.6,10602.41776436213,0,1,0,0,1,0,49
5B70,BANGRES04DEL02,24,4.6,12419.602041029952,0,0,1,1,0,0,24
490E,RANCHIRES12DEL02,36,4.7,3145.067434621583,0,1,0,0,0,1,32
3E+21,MUMRES19DEL03,30,4.6,4588.898780684235,0,0,0,0,1,0,26
26D4,HYDRES05DEL03,32,4.9,13829.931792650668,0,0,0,0,0,1,24
B20F,HYDRES010DEL02,28,4.6,19975.808791438838,1,0,0,1,0,0,16
7ADA,JAPRES07DEL02,21,4.7,19373.745834955247,1,0,0,0,0,1,27
C4B3,AURGRES12DEL02,39,4.9,3052.7068570738043,1,0,0,0,1,0,25
2A01,CHENRES15DEL02,32,4.7,3104.80371051839,1,0,0,0,1,0,26
6357,MUMRES07DEL03,20,4.5,9178.605957041264,0,0,0,0,0,1,25
73C,VADRES12DEL03,29,4.6,4717.601092054723,0,1,0,0,1,0,26
9C2A,JAPRES16DEL01,36,5.0,1490.1538808202174,0,1,0,0,0,1,15
31BD,BANGRES09DEL02,28,4.8,3105.3645449071564,0,0,0,0,0,1,18
970A,PUNERES12DEL02,32,4.5,7661.250453808475,0,0,0,0,1,0,30
2675,CHENRES19DEL01,39,4.4,17076.258901182708,1,0,0,0,0,1,46
A200,SURRES07DEL01,30,4.7,16721.430138856056,1,0,0,0,1,0,24
9BF9,PUNERES19DEL01,32,4.4,6128.419378458112,1,0,0,0,1,0,37
555D,INDORES15DEL03,23,4.6,13610.87757567187,0,0,1,0,1,0,27
5BD9,MUMRES01DEL01,21,4.8,6118.6308844118275,0,0,0,0,0,1,27
B2E9,INDORES17DEL03,31,4.2,9074.342229264848,0,1,0,1,0,0,32
8633,MUMRES13DEL02,37,4.6,3058.9506421329243,0,0,0,1,0,0,28
4C34,SURRES18DEL02,20,4.5,7601.870282547549,1,0,0,0,1,0,29
A998,JAPRES14DEL01,28,4.5,1489.9271643867567,0,0,1,0,1,0,27
5EFD,MYSRES08DEL01,22,4.9,1554.5816630915406,0,0,1,0,1,0,11
8D83,HYDRES19DEL03,20,4.7,9219.708856173831,0,0,0,0,1,0,13
8A06,RANCHIRES010DEL02,34,4.8,19618.968653878404,0,0,0,0,0,1,27
5A2D,CHENRES09DEL01,38,4.8,6209.259882042438,0,0,1,0,0,1,25
4C1,BANGRES13DEL02,29,4.6,20182.634488293992,1,0,0,0,0,1,26
83EA,RANCHIRES01DEL01,32,4.5,6036.244196933848,0,0,0,0,1,0,27
2185,PUNERES12DEL01,34,4.9,16853.347148215562,0,0,1,0,0,1,26
1.2E+08,INDORES07DEL03,33,3.9,13612.594236926365,0,1,0,1,0,0,32
5956,INDORES19DEL02,34,4.5,3025.144329113472,0,1,0,0,1,0,25
7814,VADRES04DEL03,32,4.6,4717.601092054723,0,1,0,0,1,0,32
CEE,BANGRES20DEL01,29,4.6,10867.43475093766,1,0,0,0,0,1,42
5A07,MYSRES02DEL02,34,4.7,7772.523200443598,1,0,0,0,1,0,29
340F,SURRES05DEL01,26,4.6,10641.43695507064,0,0,0,0,0,1,32
8094,BANGRES13DEL02,31,4.0,12420.6925399653,1,0,0,0,1,0,35
3241,SURRES010DEL01,39,4.8,6081.185877714354,1,0,0,0,1,0,27
DE16,ALHRES09DEL01,27,4.8,1572.5337292863205,0,1,0,0,1,0,15
A176,HYDRES18DEL02,32,5.0,7683.355299930859,0,0,0,0,0,1,27
C8C7,KOLRES03DEL02,32,4.5,7568.033295671713,0,1,0,0,1,0,30
AA97,RANCHIRES16DEL01,39,4.1,10564.540523828766,0,0,1,0,1,0,32
A64C,PUNERES12DEL01,36,4.8,1532.3350156093773,0,1,0,1,0,0,25
7DF5,BANGRES16DEL03,37,4.1,4657.133018843543,0,0,0,0,1,0,38
869E,RANCHIRES01DEL03,37,4.8,9054.052950169236,0,1,0,0,0,1,26
7725,PUNERES12DEL01,38,3.7,16853.347148215562,0,1,0,0,1,0,31
B6D2,RANCHIRES01DEL02,28,4.7,3018.226484999582,1,0,0,0,0,1,28
6EDB,PUNERES06DEL01,34,3.8,16852.118690780153,0,1,0,0,0,1,31
AAB4,CHENRES15DEL01,32,4.9,17074.90429604153,0,0,0,0,1,0,29
AABD,JAPRES010DEL03,22,4.7,8937.527873529592,0,0,0,0,1,0,17
C873,KOLRES15DEL03,31,4.0,13620.357163029286,1,0,0,0,1,0,45
1494,MYSRES15DEL02,27,4.0,12434.585525065135,0,1,0,0,1,0,34
1875,COIMBRES19DEL01,29,4.9,17137.487720369034,1,0,0,0,0,1,24
2AF5,COIMBRES09DEL03,38,4.8,9348.325936764757,0,1,0,0,1,0,44
97B6,SURRES19DEL02,35,4.8,7601.8742267213065,0,0,1,0,1,0,36
A56E,BANGRES20DEL03,31,4.9,4657.654937060371,0,1,0,0,1,0,28
AA3F,CHENRES16DEL03,30,4.3,13970.007989573654,1,0,0,0,0,1,37
6226,RANCHIRES12DEL03,24,4.9,9435.201537430712,0,0,1,0,1,0,10
996B,HYDRES11DEL03,33,4.8,13830.053479838756,1,0,0,0,1,0,23
C595,DEHRES19DEL01,29,4.6,10278.596687704232,0,1,0,0,1,0,22
6BFB,MUMRES15DEL01,38,4.6,6117.761953594077,0,0,1,0,0,1,26
7E1F,RANCHIRES18DEL03,26,4.9,9056.09596246182,1,0,0,0,1,0,34
B20D,VADRES07DEL01,39,4.8,6290.134677634678,0,0,0,0,0,1,26
A11B,VADRES04DEL01,24,4.5,17297.86575291325,0,0,1,0,1,0,21
1DB4,PUNERES17DEL03,34,4.2,9193.093962702367,0,1,0,0,1,0,28
2258,JAPRES07DEL03,26,4.7,8942.954308598857,0,0,1,0,1,0,14
1FD6,INDORES07DEL01,35,4.7,6050.551152463514,0,1,0,0,1,0,17
6DE1,BANGRES04DEL03,36,4.2,4657.579589646416,1,0,0,0,1,0,37
8B39,VADRES01DEL01,24,2.6,16660.108123692735,1,0,0,0,1,0,42
8F8,VADRES18DEL01,29,4.6,11007.734763744618,0,0,1,0,1,0,17
997B,MUMRES07DEL01,33,4.3,16826.241648658564,0,1,0,0,1,0,34
CDB6,AURGRES03DEL01,26,4.6,16787.88895084062,0,0,0,0,1,0,25
5A7A,CHENRES17DEL01,32,5.0,17074.25677879506,0,0,0,0,0,1,30
6DE3,JAPRES20DEL03,37,4.9,13403.65433387026,0,1,0,0,1,0,48
E27A,KOCRES14DEL02,26,4.9,20285.402098848917,1,0,0,0,0,1,18
AB52,COIMBRES09DEL02,31,4.8,20253.518127453455,1,0,0,0,0,1,28
4632,CHENRES08DEL03,37,4.6,13970.759660747299,0,0,0,0,1,0,26
4B8A,MUMRES08DEL01,26,4.7,16827.472773146546,1,0,0,0,0,1,16
1623,INDORES010DEL03,37,4.8,4537.571350180903,0,1,0,0,1,0,25
AA66,RANCHIRES03DEL02,22,4.6,20442.92976252901,1,0,0,0,1,0,22
7EA,SURRES04DEL03,21,4.4,4560.926278066319,1,0,0,0,1,0,15
4DFA,BANGRES16DEL01,22,4.0,1552.4082366564883,0,0,1,0,1,0,28
A667,CHENRES14DEL01,38,4.5,1552.4171512663977,0,1,0,0,1,0,20
6E9D,CHENRES03DEL01,28,4.0,6208.681984040334,0,0,0,0,1,0,32
5807,VADRES09DEL02,29,4.7,20442.92976252901,0,1,0,0,0,1,17
9A32,VADRES11DEL01,31,4.9,6058.919182290554,1,0,0,0,1,0,38
917D,SURRES12DEL02,24,4.8,3040.570257157571,0,0,1,0,0,1,14
8673,VADRES04DEL01,33,4.8,6290.134677634678,0,0,0,0,1,0,26
4AC4,PUNERES11DEL03,26,4.9,13788.957415778432,0,0,1,0,1,0,30
1B6A,RANCHIRES18DEL02,29,4.6,12074.377562048718,0,1,0,0,0,1,28
7BD7,COIMBRES14DEL02,20,4.7,7790.401204068436,0,0,1,0,0,1,29
9735,SURRES19DEL02,29,4.8,19762.382255532415,0,0,0,0,0,1,12
1A54,BANGRES15DEL01,32,4.0,10867.366120251949,0,0,0,0,1,0,49
819D,VADRES20DEL01,20,4.9,16659.917302375856,0,1,0,0,1,0,42
96F0,CHENRES19DEL01,26,5.0,10867.138302160236,0,1,0,1,0,0,24
66F1,SURRES09DEL01,38,4.8,16721.15728076008,0,0,0,0,1,0,46
C6E9,GOARES17DEL01,34,4.6,6176.576611953259,0,1,0,1,0,0,27
B8AA,JAPRES19DEL02,27,4.5,2979.500008381566,0,0,1,0,1,0,13
C668,KOLRES18DEL01,29,5.0,10593.374354489539,1,0,0,0,1,0,25
4C13,SURRES07DEL02,24,4.9,19761.066328271667,1,0,0,0,1,0,24
824A,INDORES12DEL01,21,4.9,1512.584768578813,0,0,0,0,1,0,12
CB5B,LUDHRES16DEL01,33,4.4,1465.185811092148,1,0,0,0,1,0,24
4CAB,RANCHIRES06DEL03,35,4.7,9055.898607911568,0,1,0,0,1,0,29
AFC4,COIMBRES16DEL02,35,4.7,12464.18980459395,0,0,1,0,0,1,18
C003,DEHRES13DEL02,29,4.6,17744205.087171257,0,0,1,0,0,1,20
18C0,MYSRES06DEL03,29,4.6,4663.432062512783,0,0,0,0,1,0,13
1655,MUMRES16DEL01,29,4.8,10707.34504040778,1,0,0,0,1,0,23
7573,PUNERES19DEL02,21,4.9,12256.07644546856,0,0,0,0,1,0,19
9201,BANGRES08DEL01,29,4.6,17078.934089495422,0,1,0,0,1,0,29
A940,BANGRES010DEL03,22,4.7,13973.206773138321,0,0,1,0,1,0,24
604,MYSRES20DEL01,29,4.6,6217.689154531195,1,0,0,0,0,1,27
D6EF,AGRRES01DEL02,24,4.4,11904.942936168032,0,1,0,0,0,1,40
B39B,MYSRES18DEL01,23,4.9,1554.4659606027853,0,0,1,0,0,1,22
8CE7,CHENRES010DEL01,27,4.6,1552.2933461656467,1,0,0,0,0,1,12
9873,COIMBRES20DEL02,33,4.1,12464.528059716646,1,0,0,0,1,0,43
29AB,HYDRES16DEL01,35,4.6,16902.49592854793,0,1,0,0,0,1,26
8198,COIMBRES14DEL03,21,4.7,4674.3187604896875,0,0,0,0,0,1,27
7B24,CHENRES11DEL03,39,4.4,13969.606427684226,0,1,0,0,1,0,35
92EC,CHENRES010DEL02,34,4.8,7761.160094159413,1,0,0,0,0,1,27
1ACA,SURRES16DEL01,29,4.9,6081.38911667686,1,0,0,0,1,0,27
A348,MUMRES07DEL02,20,4.7,3059.709961318304,0,0,0,0,0,1,17
C733,ALHRES11DEL01,20,4.8,11007.734763744618,1,0,0,0,1,0,17
14D0,RANCHIRES01DEL03,30,4.7,9054.052950169236,1,0,0,0,1,0,15
D800,DEHRES07DEL02,37,4.7,19087.110814122112,0,0,0,0,0,1,39
17DB,INDORES08DEL03,39,4.6,4537.860442229112,1,0,0,0,1,0,25
6D58,HYDRES01DEL01,26,5.0,16903.843893840014,1,0,0,0,1,0,18
DED5,ALHRES11DEL02,32,4.9,12580.267822400961,0,1,0,0,1,0,48
A20A,PUNERES13DEL03,21,4.7,13787.860239172238,1,0,0,0,0,1,28
7C9E,BANGRES20DEL02,35,4.8,3105.1337352345963,0,0,1,0,0,1,29
5EF3,RANCHIRES01DEL03,39,4.6,4527.261449200269,0,0,0,0,1,0,32
80C2,BANGRES08DEL02,39,5.0,20183.79902594911,0,1,0,0,1,0,41
D2B0,KOCRES20DEL01,27,4.9,10924.204662087164,1,0,0,0,1,0,39
70FF,CHENRES16DEL03,33,4.8,4656.945385949658,1,0,0,0,0,1,16
548E,HYDRES04DEL02,33,4.8,19976.712110349872,0,1,0,0,1,0,48
26F1,BANGRES01DEL01,37,4.7,10868.263117988305,0,0,0,0,1,0,40
4A1B,COIMBRES12DEL02,20,4.6,3116.25365633879,1,0,0,0,1,0,11
BF6C,LUDHRES07DEL02,20,4.6,12580.267822400961,0,0,0,0,1,0,19
5561,PUNERES010DEL01,31,4.2,10724.87928947891,1,0,0,0,0,1,35
AFD4,COIMBRES19DEL02,27,4.6,3116.1417126178717,0,0,0,1,0,0,16
6957,VADRES010DEL02,37,4.9,7573.4678219499865,1,0,0,0,0,1,15
9151,BANGRES14DEL02,34,4.4,7762.94413359447,0,0,0,0,0,1,31
9D4C,COIMBRES05DEL03,25,4.7,9348.114492435203,0,0,1,0,1,0,11
D413,AURGRES07DEL02,37,4.7,7631.511903978652,0,1,0,0,1,0,22
C677,KOCRES11DEL01,23,4.7,10923.744986168509,0,1,0,0,0,1,16
4421,MYSRES17DEL01,27,5.0,6217.824017921914,1,0,0,0,1,0,24
A631,HYDRES13DEL02,36,4.7,3073.618468414652,0,0,1,1,0,0,16
3A16,JAPRES14DEL03,30,4.3,20853.653606522224,0,0,1,0,1,0,42
DF8E,AURGRES20DEL01,20,4.9,1572.5337292863205,1,0,0,0,1,0,31
A04,COIMBRES13DEL01,28,4.7,10906.379593113523,0,0,1,0,0,1,31
4300,VADRES07DEL02,36,4.0,3145.067434621583,0,0,0,0,1,0,33
58C2,CHENRES08DEL02,20,4.7,7761.839422153971,1,0,0,0,0,1,16
BBC6,PUNERES04DEL01,22,4.7,16853.618729854068,0,0,0,0,1,0,16
50C4,MYSRES15DEL01,28,4.7,17097.07394317728,0,0,0,0,1,0,25
BCD5,SURRES03DEL01,34,4.8,1520.2925485979667,0,0,0,1,0,0,18
6234,VADRES01DEL01,25,4.8,16660.108123692735,1,0,0,0,0,1,26
CC11,AURGRES05DEL02,38,5.0,7631.520637738364,0,1,0,0,0,1,34
6445,JAPRES17DEL02,34,3.5,11917.680464391391,0,0,1,0,1,0,32
33DC,VADRES13DEL01,24,4.9,16659.97912906346,1,0,0,0,1,0,22
ACD8,RANCHIRES04DEL03,33,4.6,13583.086214934681,0,0,1,0,1,0,50
BFB4,KOLRES14DEL02,21,4.6,3027.096857241899,0,0,1,0,0,1,16
D989,KOLRES04DEL03,25,4.6,9081.116432460674,1,0,0,0,1,0,23
8B3F,VADRES14DEL01,23,4.9,6058.848944529893,0,0,0,0,1,0,19
DEB4,LUDHRES06DEL02,34,4.9,7325.299567376928,0,0,1,0,1,0,25
A243,HYDRES010DEL01,25,4.7,10757.050667280218,0,0,1,0,0,1,37
D446,ALHRES08DEL03,28,4.9,13481.328211107719,1,0,0,1,0,0,10
6436,PUNERES07DEL01,34,3.7,16852.086415672475,0,0,0,0,0,1,34
5D2D,JAPRES20DEL01,24,4.5,16381.598593369801,0,1,0,0,0,1,14
BB22,CHENRES14DEL03,31,5.0,9314.044193380469,0,0,0,0,1,0,26
8B2B,MUMRES14DEL03,38,4.6,9176.247492588644,0,0,0,0,0,1,30
C1EC,DEHRES04DEL03,32,4.8,13216.577965789264,0,0,0,0,1,0,17
DE6F,AURGRES03DEL03,28,5.0,13735.95371215514,0,0,0,0,1,0,29
33A0,JAPRES06DEL03,29,4.5,13406.000552536547,1,0,0,0,1,0,37
B712,CHENRES05DEL02,28,4.8,20177.742451193728,1,0,0,1,0,0,23
8299,MYSRES15DEL02,39,4.8,7771.834302405156,1,0,0,0,1,0,30
9E+30,VADRES16DEL01,39,4.8,11007.734763744618,0,0,0,0,0,1,29
9155,INDORES05DEL02,26,4.8,3025.332706173183,0,0,0,0,0,1,14
3D8C,INDORES02DEL03,33,4.8,4539.068203248832,0,0,0,1,0,0,28
D3FA,ALHRES17DEL03,37,4.9,4494.246018082184,1,0,0,0,0,1,27
BB9,BANGRES08DEL03,29,4.6,9316.238098535816,1,0,0,0,0,1,24
B012,COIMBRES20DEL03,24,4.6,14022.476786451749,0,0,1,0,1,0,16
DCAA,AURGRES03DEL02,36,5.0,12209.917964427541,0,1,0,0,1,0,43
9587,VADRES14DEL03,22,4.7,13631.282080461437,0,0,1,0,1,0,44
43BA,HYDRES04DEL03,21,4.6,4610.6137050519,0,1,0,0,1,0,22
5803,SURRES07DEL02,29,5.0,7601.368938115055,0,0,0,0,0,1,16
70F5,BANGRES17DEL02,33,4.7,3105.13147754577,1,0,0,0,0,1,18
575D,RANCHIRES04DEL02,27,4.1,3018.828463384802,1,0,0,0,1,0,16
6EF,HYDRES14DEL02,29,4.6,19975.916923135843,1,0,0,0,1,0,24
4F3C,SURRES04DEL01,30,4.2,10641.490945494457,0,0,0,0,1,0,46
B9BC,VADRES18DEL02,22,4.8,12580.267822400961,0,0,0,0,1,0,26
B209,COIMBRES13DEL01,20,4.9,10906.379593113523,1,0,0,0,0,1,17
4F9A,BANGRES20DEL01,31,4.4,10867.43475093766,0,0,0,0,1,0,44
8011,SURRES19DEL03,36,4.6,4561.267998363487,1,0,0,0,0,1,17
9692,JAPRES17DEL02,39,4.9,11917.680464391391,0,0,1,0,1,0,43
9415,HYDRES07DEL01,32,4.7,16903.235903520294,0,1,0,0,1,0,41
B6A0,RANCHIRES14DEL01,23,4.2,11007.734763744618,1,0,0,0,1,0,34
7BF,SURRES13DEL02,30,3.8,12161.642370388376,0,0,0,0,0,1,40
7CB8,INDORES15DEL02,26,4.7,3024.996343510764,0,1,0,0,0,1,16
953,MYSRES07DEL01,29,4.6,1554.5020843143543,0,0,0,0,1,0,23
9C8C,SURRES11DEL01,21,4.9,1520.4319193289748,0,0,0,0,1,0,13
B38B,COIMBRES12DEL03,23,4.6,4674.341511233819,1,0,0,0,0,1,29
4D5B,SURRES03DEL02,22,4.9,3040.537241644738,0,1,0,0,1,0,24
8F9E,SURRES14DEL03,39,4.5,4561.152427256568,1,0,0,0,1,0,16
3B2E,CHENRES02DEL02,32,4.1,7760.937776419154,1,0,0,0,0,1,34
2CB6,JAPRES13DEL01,25,4.7,16388.699354722634,1,0,0,0,1,0,20
9D2B,SURRES14DEL01,30,5.0,6081.44091176014,0,0,1,0,1,0,28
7943,BANGRES12DEL02,25,4.8,20182.482607604827,1,0,0,0,0,1,30
205D,COIMBRES09DEL03,26,4.7,14022.136830289135,0,0,1,0,0,1,14
5AAD,COIMBRES02DEL01,30,4.6,6232.177403678717,0,0,1,0,1,0,30
D747,AGRRES07DEL02,31,4.3,2976.598093374338,1,0,0,0,1,0,25
AC01,INDORES08DEL02,33,4.8,12100.07905561433,0,0,0,0,1,0,28
9098,MUMRES19DEL03,20,5.0,9177.484636525882,1,0,0,0,0,1,17
AFF,MYSRES11DEL02,36,4.3,20206.344895189715,0,1,0,0,0,1,33
A3A6,PUNERES04DEL03,20,4.9,13789.707457541457,0,0,1,0,1,0,36
473,MYSRES07DEL03,29,4.6,17118828.365904726,0,0,0,0,0,1,16
E076,AGRRES02DEL03,38,4.1,14152.80068944862,0,0,1,0,0,1,38
8A91,VADRES06DEL03,37,4.7,9087.937068016328,0,1,0,0,1,0,25
788D,JAPRES05DEL01,28,5.0,16384.89468676678,0,0,0,0,0,1,40
6948,BANGRES15DEL02,39,3.5,12419.724873245672,0,1,0,0,1,0,32
2.8E+10,HYDRES03DEL02,31,4.0,12293.787312037066,0,0,1,0,0,1,42
53EA,HYDRES15DEL02,30,4.9,7683.177078354158,0,0,1,0,1,0,27
CD30,KOLRES03DEL03,27,4.9,13621.54989228773,1,0,0,0,1,0,25
57CE,PUNERES11DEL02,30,4.9,7660.9574365590925,1,0,0,0,1,0,24
3D57,BANGRES08DEL02,29,4.5,20183.79902594911,0,0,1,0,0,1,30
DD28,AGRRES11DEL02,35,4.5,19343.487217443104,0,1,0,0,1,0,22
1B03,INDORES01DEL02,34,4.9,3025.6560842058075,0,0,1,0,1,0,31
9646,COIMBRES17DEL02,37,4.8,12463.861442061827,0,0,0,0,0,1,16
3E9B,JAPRES08DEL03,34,4.9,4469.223038792755,0,1,0,0,1,0,25
5A5D,RANCHIRES03DEL02,31,4.9,3145.067434621583,0,0,0,0,0,1,16
33DD,HYDRES16DEL03,23,4.1,9220.147515420278,0,1,0,1,0,0,32
AB46,INDORES05DEL02,29,4.7,7562.950099274068,0,0,1,0,1,0,20
A8B9,VADRES12DEL02,20,4.9,3145.067434621583,0,1,0,0,1,0,11
7096,PUNERES01DEL03,26,4.1,9192.1191213112,0,1,0,0,1,0,21
23B8,RANCHIRES14DEL02,34,4.5,12580.267822400961,0,0,1,0,1,0,44
C55C,AURGRES05DEL02,34,4.9,7631.520637738364,0,0,1,0,1,0,19
9B27,PUNERES18DEL03,21,4.7,4595.940524023034,0,0,0,0,0,1,11
BC03,COIMBRES010DEL01,35,4.6,10906.470984869511,0,0,1,0,1,0,23
38C5,JAPRES02DEL01,20,4.7,16384.324359677175,0,0,1,1,0,0,12
2997,MUMRES20DEL02,24,4.1,19884.31857497922,0,0,0,1,0,0,39
5AA4,BANGRES12DEL01,25,4.5,6210.543032490164,0,0,1,0,0,1,16
1D9C,MUMRES06DEL03,22,4.8,4589.965403039523,1,0,0,0,0,1,17
B041,RANCHIRES01DEL03,38,4.7,13580.37387628081,0,1,0,0,1,0,24
5145,BANGRES11DEL01,29,4.3,6210.605364096202,0,1,0,0,0,1,33
91BA,BANGRES08DEL01,24,4.8,17078.934089495422,0,0,1,0,0,1,29
C951,DEHRES08DEL03,36,4.8,20555.166462971385,0,0,0,0,1,0,42
B0E7,JAPRES20DEL02,31,4.7,7447.061074885476,0,0,0,1,0,0,28
1A1E,MYSRES19DEL03,20,4.8,4663.344843093999,0,0,1,0,0,1,25
CDF 4.00,BHPRES03DEL02,25,4.6,7550.4399317338675,0,0,1,0,0,1,16
AEA,BANGRES19DEL01,23,5.0,17078.665498349925,0,1,0,0,0,1,11
6723,JAPRES20DEL02,39,4.7,7447.061074885476,0,0,0,0,1,0,34
326E,MYSRES17DEL01,21,4.7,17097.896810815786,0,0,1,0,1,0,35
1983,INDORES09DEL01,32,4.7,6050.4860216412835,1,0,0,0,0,1,25
7648,RANCHIRES11DEL02,36,4.9,19618.645096414482,1,0,0,0,1,0,15
8028,COIMBRES15DEL01,38,4.8,10906.324615073945,0,0,1,0,1,0,49
5D47,BANGRES09DEL01,34,4.3,17077.999100718745,0,0,1,0,1,0,35
5FD4,SURRES04DEL01,23,2.5,16721.288103917646,0,0,0,0,1,0,34
A14D,MYSRES01DEL02,32,3.6,20206.80429578236,0,1,0,0,0,1,39
6B51,BANGRES16DEL01,31,4.8,1552.4082366564883,0,1,0,0,1,0,26
A5DC,MYSRES19DEL02,22,4.6,12435.00511451784,0,0,0,0,1,0,11
268B,MYSRES11DEL02,34,3.9,12435.256015114646,1,0,0,1,0,0,33
15F4,RANCHIRES16DEL02,39,4.8,19617.82456145108,0,1,0,0,1,0,47
711A,JAPRES07DEL02,21,5.0,11923.472540743463,0,0,0,0,1,0,25
21C3,HYDRES02DEL03,34,3.9,13830.709083522099,0,1,0,0,0,1,37
5AF,MYSRES16DEL01,29,4.6,2740280.65547753,0,0,1,0,1,0,29
7022,CHENRES02DEL02,28,4.9,12417.003842687529,0,1,0,0,1,0,15
33B9,SURRES18DEL01,34,4.9,1520.4696675472833,0,0,0,0,1,0,20
3B1E,BANGRES02DEL02,21,4.7,20181.26391655743,0,1,0,0,1,0,29
A085,INDORES04DEL02,30,4.6,3025.061641856149,0,0,1,1,0,0,30
4390,COIMBRES13DEL03,36,5.0,9348.403522661769,1,0,0,0,0,1,16
56AA,PUNERES15DEL01,25,4.5,1531.840629987081,0,1,0,0,1,0,24
9797,BANGRES010DEL01,38,4.3,17078.028601490492,0,0,1,0,0,1,31
7B89,MUMRES16DEL01,24,5.0,6118.7453383378825,1,0,0,0,0,1,12
A2F8,MYSRES14DEL03,31,4.0,9435.201537430712,1,0,0,0,1,0,34
B52C,VADRES14DEL02,31,4.7,12116.895848185972,0,0,1,1,0,0,29
9571,HYDRES13DEL01,27,4.6,10756.961091859954,1,0,0,0,1,0,13
2E2A,BANGRES03DEL02,23,4.8,3105.0910965093826,0,0,0,0,1,0,11
32B0,RANCHIRES01DEL01,29,4.6,16597.6594203346,0,0,1,0,0,1,29
3318,BANGRES010DEL02,25,4.7,20182.728114833113,0,1,0,0,0,1,23
7726,INDORES07DEL01,38,4.5,1512.714085470906,1,0,0,1,0,0,24
94DD,COIMBRES03DEL02,32,4.8,12463.88302416693,1,0,0,0,1,0,26
8227,JAPRES16DEL01,22,4.3,10429.850454296859,0,0,0,0,1,0,36
FC1,VADRES06DEL03,35,4.9,4544.194013501388,1,0,0,0,0,1,31
8322,MYSRES13DEL01,35,4.1,17098.388556624264,0,0,0,0,1,0,46
C082,ALHRES11DEL03,34,4.8,9435.201537430712,0,0,1,0,0,1,18
A635,PUNERES14DEL01,22,3.5,10725.56607662276,0,1,0,0,1,0,33
A35,INDORES11DEL01,29,4.6,1512.568616883653,0,0,0,0,0,1,27
33BE,BANGRES02DEL02,28,4.9,7762.635434587184,0,0,1,0,0,1,24
3D21,RANCHIRES16DEL01,35,3.6,10564.540523828766,0,1,0,0,1,0,34
D152,BHPRES15DEL03,38,4.8,9059.75169661097,0,1,0,0,0,1,17
1C01,MUMRES19DEL03,31,5.0,9177.484636525882,0,1,0,0,1,0,28
45F,RANCHIRES14DEL01,29,4.6,1572.5337292863205,0,1,0,1,0,0,27
D550,ALHRES19DEL03,26,5.0,4494.166054627538,0,0,0,0,0,1,10
7FFC,BANGRES16DEL01,36,4.4,17074.806111802343,0,0,1,0,1,0,31
9E4E,COIMBRES19DEL03,26,4.6,4674.173521866497,1,0,0,0,1,0,32
CEF2,LUDHRES010DEL03,38,4.1,20506.954885362844,0,0,1,0,0,1,41
4E5A,JAPRES03DEL03,25,4.3,13405.918573024224,0,1,0,0,0,1,37
3776,BANGRES04DEL01,25,5.0,1552.5569843008195,1,0,0,0,0,1,32
CA9B,ALHRES09DEL02,30,4.7,12580.267822400961,0,1,0,0,1,0,24
BE1,CHENRES06DEL03,29,4.6,4656.902198105632,0,0,1,0,1,0,24
929,MUMRES16DEL02,29,4.6,7648.322354566716,0,0,1,0,0,1,17
9107,CHENRES09DEL02,33,4.2,3104.6911695396357,0,1,0,0,0,1,39
7317,COIMBRES02DEL02,39,4.9,12463.937409088205,0,0,0,0,1,0,26
8464,MYSRES05DEL03,34,4.5,4663.432201619829,0,0,1,0,1,0,28
9AF2,HYDRES02DEL03,37,4.2,4610.5980334864025,0,0,0,0,1,0,30
8D48,JAPRES18DEL03,36,4.8,4469.157679084331,0,1,0,0,1,0,20
A077,PUNERES02DEL01,29,4.9,10724.517748045964,0,1,0,0,1,0,45
8FA0,SURRES01DEL01,30,4.4,16720.605641529117,0,0,0,1,0,0,35
291D,VADRES11DEL01,32,5.0,10602.582382473138,0,0,0,0,1,0,43
7B54,PUNERES010DEL01,21,4.8,10724.87928947891,0,1,0,0,1,0,13
895B,BANGRES06DEL02,24,4.2,20180.911382709368,1,0,0,0,0,1,35
8583,INDORES16DEL02,28,4.9,12099.390766640972,0,0,1,0,1,0,25
D6BF,AURGRES11DEL01,39,4.9,17297.86575291325,0,0,1,0,1,0,21
4340,RANCHIRES20DEL02,21,5.0,12072.385194581768,0,1,0,0,0,1,11
8C35,SURRES09DEL02,24,4.8,19760.743726312838,0,0,1,0,1,0,37
DD00,AURGRES09DEL03,35,4.8,4579.067429409246,0,0,0,0,0,1,29
DAC9,KOLRES11DEL02,25,4.5,12106.168623850548,0,0,0,0,1,0,20
5D7A,JAPRES09DEL01,20,5.0,10427.321890632737,0,0,1,0,1,0,22
65B1,MYSRES13DEL01,23,4.7,10881.199561003288,0,1,0,0,0,1,31
80AA,MYSRES20DEL01,28,4.7,17097.52492719728,0,1,0,0,0,1,25
B22B,RANCHIRES010DEL01,31,4.8,10565.155904264322,0,1,0,0,1,0,22
1A31,JAPRES06DEL01,28,4.5,10427.299400994743,0,0,0,0,0,1,16
C2BA,LUDHRES18DEL03,20,3.9,8790.360138255202,0,0,0,0,1,0,54
